character,dialogue,next_line
VADER,the emperor has been expecting you. [EOL],i
LUKE,"i know, father. [EOL]","so,"
VADER,"so, you have accepted the truth. [EOL]",i've
LUKE,"i've accepted the truth that you were once anakin skywalker, my father. [EOL]",that
VADER,that name no longer has any meaning for me. [EOL],it
LUKE,it is the name of your true self. you've only forgotten. i know there is good in you. the emperor hasn't driven it from you fully. that is why you couldn't destroy me. that's why you won't bring me to your emperor now. [EOL],i
VADER,i see you have constructed a new lightsaber. [EOL],your
VADER,"your skills are complete. indeed, you are powerful, as the emperor has foreseen. [EOL]",come
LUKE,come with me. [EOL],obi-wan
VADER,obi-wan once thought as you do. [EOL],you
VADER,you don't know the power of the dark side. i must obey my master. [EOL],i
LUKE,i will not turn...and you'll be forced to kill me. [EOL],if
VADER,if that is your destiny. [EOL],search
LUKE,"search your feelings, father. you can't do this. i feel the conflict within you. let go of your hate. [EOL]",it
VADER,"it is too late for me, son. the emperor will show you the true nature of the force. he is your master now. [EOL]",then
LUKE,then my father is truly dead. [EOL],the
LEIA,the main entrance to the control bunker's on the far side of that landing platform. this isn't gonna be easy. [EOL],"hey,"
HAN,"hey, don't worry. chewie and me got into a lot of places more heavily guarded than this. [EOL]",what's
LEIA,what's he saying? [EOL],he
THREEPIO,he says there's a secret entrance on the other side of the ridge. [EOL],"admiral,"
LANDO,"admiral, we're in position. all fighters accounted for. [EOL]",proceed
ACKBAR,proceed with the countdown. all groups assume attack coordinates. [EOL],don't
LANDO,"don't worry, my friends are down there. they'll have that shield down on time... or this'll be the shortest offensive of all time. [EOL]",all
ACKBAR,"all craft, prepare to jump to hyperspace on my mark. [EOL]",all
LANDO,all right. stand by. [EOL],back
HAN,"back door, huh? good idea. [EOL]",it's
HAN,it's only a few guards. this shouldn't be too much trouble. [EOL],"well,"
LEIA,"well, it only takes one to sound the alarm. [EOL]",then
HAN,then we'll do it real quiet-like. [EOL],oh!
THREEPIO,"oh! oh, my. uh, princess leia! [EOL]",quiet.
LEIA,quiet. [EOL],i'm
THREEPIO,i'm afraid our furry companion has gone and done something rather rash. [EOL],"oh,"
LEIA,"oh, no. [EOL]",there
HAN,there goes our surprise attack. [EOL],look!
SCOUT,look! over there! stop him! [EOL],not
HAN,not bad for a little furball. there's only one left. you stay here. we'll take care of this. [EOL],i
THREEPIO,i have decided that we shall stay here. [EOL],"welcome,"
EMPEROR,"welcome, young skywalker. i have been expecting you. [EOL]",you
EMPEROR,you no longer need those. [EOL],"guards,"
EMPEROR,"guards, leave us. [EOL]",i'm
EMPEROR,i'm looking forward to completing your training. in time you will call me master. [EOL],you're
LUKE,you're gravely mistaken. you won't convert me as you did my father. [EOL],"oh,"
EMPEROR,"oh, no, my young jedi. you will find that it is you who are mistaken...about a great many things. [EOL]",his
VADER,his lightsaber. [EOL],"ah,"
EMPEROR,"ah, yes, a jedi's weapon. much like your father's. by now you must know your father can never be turned from the dark side. so will it be with you. [EOL]",you're
LUKE,you're wrong. soon i'll be dead...and you with me. [EOL],perhaps
EMPEROR,perhaps you refer to the imminent attack of your rebel fleet. [EOL],yes...i
EMPEROR,yes...i assure you we are quite safe from your friends here. [EOL],your
LUKE,your overconfidence is your weakness. [EOL],your
EMPEROR,your faith in your friends is yours. [EOL],it
VADER,"it is pointless to resist, my son. [EOL]",everything
EMPEROR,everything that has transpired has done so according to my design. your friends up there on the sanctuary moon... [EOL],...are
EMPEROR,...are walking into a trap. as is your rebel fleet! it was i who allowed the alliance to know the location of the shield generator. it is quite safe from your pitiful little band. an entire legion of my best troops awaits them. [EOL],oh...i'm
EMPEROR,oh...i'm afraid the deflector shield will be quite operational when your friends arrive. [EOL],all
HAN,"all right! up! move! come on! quickly! quickly, chewie. [EOL]",han!
LEIA,han! hurry! the fleet will be here any moment. [EOL],charges!
HAN,"charges! come on, come on! [EOL]","oh,"
THREEPIO,"oh, my! they'll be captured! [EOL]",wa-wait!
THREEPIO,"wa-wait! wait, come back! artoo, stay with me. [EOL]",freeze!
COMMANDER,freeze! you rebel scum. [EOL],all
LANDO,all wings report in. [EOL],red
WEDGE,red leader standing by. [EOL],gray
GRAY LEADER,gray leader standing by. [EOL],green
GREEN LEADER,green leader standing by. [EOL],lock
WEDGE,lock s-foils in attack positions. [EOL],may
ACKBAR,may the force be with us. [EOL],we've
LANDO,"we've got to be able to get some kind of a reading on that shield, up or down. well, how could they be jamming us if they don't know if we're coming. [EOL]",break
LANDO,break off the attack! the shield is still up. [EOL],i
RED LEADER,i get no reading. are you sure? [EOL],pull
LANDO,pull up! all craft pull up! [EOL],take
ACKBAR,"take evasive action! green group, stick close to holding sector mv-7. [EOL]","admiral,"
CONTROLLER,"admiral, we have enemy ships in sector 47. [EOL]",it's
ACKBAR,it's a trap! [EOL],fighters
LANDO,fighters coming in. [EOL],there's
REBEL PILOT,there's too many of them! [EOL],accelerate
LANDO,accelerate to attack speed! draw their fire away from the cruisers. [EOL],"copy,"
WEDGE,"copy, gold leader. [EOL]","come,"
EMPEROR,"come, boy. see for yourself. [EOL]",from
EMPEROR,"from here you will witness the final destruction of the alliance, and the end of your insignificant rebellion. [EOL]",you
EMPEROR,"you want this, don't you? the hate is swelling in you now. take your jedi weapon. use it. i am unarmed. strike me down with it. give in to your anger. with each passing moment, you make yourself more my servant. [EOL]",no!
LUKE,no! [EOL],it
EMPEROR,"it is unavoidable. it is your destiny. you, like your father, are now mine! [EOL]",all
STORMTROOPER,"all right, move it! i said move it! go on! [EOL]",hello!
THREEPIO,"hello! i say, over there! were you looking for me? [EOL]",bring
BUNKER COMMANDER,bring those two down here! [EOL],let's
STORMTROOPER,let's go! [EOL],"well,"
THREEPIO,"well, they're on their way. artoo, are you sure this was a good idea? [EOL]",freeze!
STORMTROOPER,freeze! don't move! [EOL],we
THREEPIO,we surrender. [EOL],ohhh!
THREEPIO,"ohhh! stand back, artoo. [EOL]",the
LEIA,the code's changed. we need artoo! [EOL],here's
HAN,here's the terminal. [EOL],"artoo,"
LEIA,"artoo, where are you? we need you at the bunker right away. [EOL]",going?
THREEPIO,"going? what do you mean, you're going. but-- but going where, artoo? no, what! artoo! oh, this is no time for heroics. come back! [EOL]",watch
LANDO,"watch yourself, wedge! three from above! [EOL]",red
WEDGE,"red three, red two, pull in! [EOL]",got
RED TWO,got it! [EOL],three
RED THREE,"three of them coming in, twenty degrees! [EOL]",cut
WEDGE,cut to the left! i'll take the leader! they're heading for the medical frigate. [EOL],pressure's
NAVIGATOR,pressure's steady. [EOL],only
LANDO,only the fighters are attacking. i wonder what those star destroyers are waiting for. [EOL],we're
COMMANDER,"we're in attack position now, sir. [EOL]",hold
PIETT,hold here. [EOL],we're
COMMANDER,we're not going to attack? [EOL],i
PIETT,i have my orders from the emperor himself. he has something special planned for them. we only need to keep them from escaping. [EOL],as
EMPEROR,"as you can see, my young apprentice, your friends have failed. now witness the firepower of this fully armed and operational battle station. fire at will, commander. [EOL]",fire!
JERJERROD,fire! [EOL],that
LANDO,"that blast came from the death star! that thing's operational! home one, this is gold leader. [EOL]",we
ACKBAR,we saw it. all craft prepare to retreat. [EOL],you
LANDO,"you won't get another chance at this, admiral. [EOL]",we
ACKBAR,"we have no choice, general calrissian. our cruisers can't repel firepower of that magnitude. [EOL]",han
LANDO,han will have that shield down. we've got to give him more time. [EOL],we're
THREEPIO,we're coming! [EOL],come
HAN,come on! come on! [EOL],"oh,"
THREEPIO,"oh, artoo, hurry! [EOL]",my
THREEPIO,"my goodness! artoo, why did you have to be so brave? [EOL]","well,"
HAN,"well, i suppose i could hotwire this thing. [EOL]",i'll
LEIA,i'll cover you. [EOL],yes!
LANDO,yes! i said closer! move as close as you can and engage those star destroyers at point- blank range. [EOL],at
ACKBAR,"at that close range, we won't last long against those star destroyers. [EOL]",we'll
LANDO,we'll last longer then we will against that death star...and we might just take a few of them with us. [EOL],she's
REBEL PILOT,she's gonna blow! [EOL],i'm
Y-WING PILOT,i'm hit! [EOL],your
EMPEROR,"your fleet has lost. and your friends on the endor moon will not survive. there is no escape, my young apprentice. the alliance will die...as will your friends. [EOL]",good.
EMPEROR,"good. i can feel your anger. i am defenseless. take your weapon! strike me down with all your hatred, and your journey towards the dark side will be complete. [EOL]",look!
WALKER PILOT #1,look! [EOL],get
PILOT #2,get him off of there! [EOL],i
HAN,i think i got it. i got it! [EOL],"oh,"
THREEPIO,"oh, princess leia, are you all right? [EOL]",let's
HAN,let's see. [EOL],it's
LEIA,it's not bad. [EOL],freeze!
STORMTROOPER,freeze! [EOL],"oh,"
THREEPIO,"oh, dear. [EOL]",don't
STORMTROOPER,don't move! [EOL],i
HAN,i love you. [EOL],i
LEIA,i know. [EOL],hands
STORMTROOPER,hands up! stand up! [EOL],stay
HAN,stay back. [EOL],chewie!
HAN,"chewie! get down here! she's wounded! no, wait.... i got an idea. [EOL]",good.
EMPEROR,"good. use your aggressive feelings, boy! let the hate flow through you. [EOL]",obi-wan
VADER,obi-wan has taught you well. [EOL],i
LUKE,"i will not fight you, father. [EOL]",you
VADER,you are unwise to lower your defenses. [EOL],your
LUKE,"your thoughts betray you, father. i feel the good in you...the conflict. [EOL]",there
VADER,there is no conflict. [EOL],you
LUKE,"you couldn't bring yourself to kill me before, and i don't believe you'll destroy me now. [EOL]",you
VADER,"you underestimate the power of the dark side. if you will not fight, then you will meet your destiny. [EOL]",good.
EMPEROR,good. good. [EOL],watch
LANDO,watch out. squad at .06. [EOL],i'm
REBEL PILOT,"i'm on it, gold leader. [EOL]",good
WEDGE,"good shot, red two. [EOL]",now...come
LANDO,"now...come on, han, old buddy. don't let me down. [EOL]",it's
HAN/PILOT,"it's over, commander. the rebels have been routed. they're fleeing into the woods. we need reinforcements to continue the pursuit. [EOL]",send
CONTROL ROOM COMMANDER,send three squads to help. open the back door. [EOL],throw
HAN,throw me another charge. [EOL],you
VADER,"you cannot hide forever, luke. [EOL]",i
LUKE,i will not fight you. [EOL],give
VADER,"give yourself to the dark side. it is the only way you can save your friends. yes, your thoughts betray you. your feelings for them are strong. especially for... [EOL]",sister!
VADER,"sister! so...you have a twin sister. your feelings have now betrayed her, too. obi-wan was wise to hide her from me. now his failure is complete. if you will not turn to the dark side, then perhaps she will. [EOL]",never-r-r!
LUKE,never-r-r! [EOL],good!
EMPEROR,"good! your hate has made you powerful. now, fulfill your destiny and take your father's place at my side! [EOL]",never!
LUKE,"never! i'll never turn to the dark side. you've failed, your highness. i am a jedi, like my father before me. [EOL]",so
EMPEROR,so be it...jedi. [EOL],move!
HAN,move! move! [EOL],the
ACKBAR,the shield is down! commence attack on the death star's main reactor. [EOL],we're
LANDO,"we're on our way. red group, gold group, all fighters follow me. told you they'd do it! [EOL]",if
EMPEROR,"if you will not be turned, you will be destroyed. [EOL]",young
EMPEROR,"young fool...only now, at the end, do you understand. [EOL]",your
EMPEROR,your feeble skills are no match for the power of the dark side. you have paid the price for your lack of vision. [EOL],"father,"
LUKE,"father, please. help me. [EOL]","now,"
EMPEROR,"now, young skywalker...you will die. [EOL]",i'm
WEDGE,i'm going in. [EOL],here
LANDO,here goes nothing. [EOL],now
LANDO,now lock onto the strongest power source. it should be the power generator. [EOL],form
WEDGE,form up. and stay alert. we could run out of space real fast. [EOL],split
LANDO,split up and head back to the surface. see if you can get a few of those tie fighters to follow you. [EOL],that
LANDO,that was too close. [EOL],we've
ACKBAR,we've got to give those fighters more time. concentrate all fire on that super star destroyer. [EOL],"sir,"
CONTROLLER,"sir, we've lost our bridge deflector shield. [EOL]",intensify
PIETT,intensify the forward batteries. i don't want anything to get through. [EOL],intensify
PIETT,intensify forward firepower! [EOL],it's
COMMANDER,it's too late! [EOL],"luke,"
VADER,"luke, help me take this mask off. [EOL]",but
LURE,but you'll die. [EOL],nothing
VADER,nothing can stop that now. just for once... let me look on you with my own eyes. [EOL],"now...go,"
ANAKIN,"now...go, my son. leave me. [EOL]",no.
LUKE,no. you're coming with me. i can't leave you here. i've got to save you. [EOL],you
ANAKIN,"you already have, luke. you were right about me. tell your sister...you were right. [EOL]",father...
LUKE,father... i won't leave you. [EOL],there
